NCBI-Access,Taxonomy-Access,Organism,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
KYN17050.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN19400.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN20002.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN20071.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN20512.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN20692.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN21233.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN21438.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN22230.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN22510.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN28573.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN28643.1,471704,Trachymyrmex cornetzi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN36505.1,34720,Trachymyrmex septentrionalis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN37550.1,34720,Trachymyrmex septentrionalis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN43060.1,34720,Trachymyrmex septentrionalis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYN50086.1,456900,Cyphomyrmex costatus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,unknown
KYN50093.1,456900,Cyphomyrmex costatus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,unknown
KYN50256.1,456900,Cyphomyrmex costatus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Cyphomyrmex,unknown
KYQ46928.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ47802.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ49650.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ49677.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ49730.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ49770.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ50693.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ55395.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ58524.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ58859.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ60096.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KYQ60584.1,64791,Trachymyrmex zeteki,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Trachymyrmex,unknown
KZS11412.1,35525,Daphnia magna,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,unknown
NDH74258.1,1904441,Rhodobacteraceae bacterium,Bacteria,unknown,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unknown,unknown
OAD46956.1,516756,Eufriesea mexicana,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Eufriesea,unknown
OAD47044.1,516756,Eufriesea mexicana,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Eufriesea,unknown
OBQ32866.1,1710896,Aphanizomenon flos-aquae WA102,Bacteria,unknown,Cyanobacteria,unknown,Nostocales,Aphanizomenonaceae,Aphanizomenon,Aphanizomenon flos-aquae
OBQ32942.1,1710896,Aphanizomenon flos-aquae WA102,Bacteria,unknown,Cyanobacteria,unknown,Nostocales,Aphanizomenonaceae,Aphanizomenon,Aphanizomenon flos-aquae
OBQ35125.1,1710896,Aphanizomenon flos-aquae WA102,Bacteria,unknown,Cyanobacteria,unknown,Nostocales,Aphanizomenonaceae,Aphanizomenon,Aphanizomenon flos-aquae
OWF53805.1,6573,Mizuhopecten yessoensis,Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,unknown
OXU16632.1,543379,Trichomalopsis sarcophagae,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Trichomalopsis,unknown
OXU17028.1,543379,Trichomalopsis sarcophagae,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Trichomalopsis,unknown
OXU22733.1,543379,Trichomalopsis sarcophagae,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Trichomalopsis,unknown
PCJ28404.1,2026788,Rickettsiales bacterium,Bacteria,unknown,Proteobacteria,Alphaproteobacteria,Rickettsiales,unknown,unknown,unknown
PNF14139.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF16821.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF18077.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF19910.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF20395.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF21316.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF23406.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF35654.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF38676.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PNF43270.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
PSN52275.1,6973,Blattella germanica,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,unknown
RLU14661.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
RLU21202.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
RLU24141.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
VDI07257.1,29158,Mytilus galloprovincialis,Eukaryota,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,unknown
VDI51999.1,29158,Mytilus galloprovincialis,Eukaryota,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,unknown
VDI62961.1,29158,Mytilus galloprovincialis,Eukaryota,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,unknown
VDI64062.1,29158,Mytilus galloprovincialis,Eukaryota,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,unknown
VDL76406.1,27835,Nippostrongylus brasiliensis,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,unknown
VDL80213.1,27835,Nippostrongylus brasiliensis,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,unknown
VDO37304.1,6339,Heligmosomoides polygyrus,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Heligmosomatidae,Heligmosomoides,unknown
VDO68749.1,6339,Heligmosomoides polygyrus,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Heligmosomatidae,Heligmosomoides,unknown
VDO78357.1,6339,Heligmosomoides polygyrus,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Heligmosomatidae,Heligmosomoides,unknown
VDO85262.1,6339,Heligmosomoides polygyrus,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Heligmosomatidae,Heligmosomoides,unknown
VVC35297.1,506608,Cinara cedri,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,unknown
WP_088392502.1,996,Flavobacterium columnare,Bacteria,unknown,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unknown
WP_089169287.1,353,Azotobacter chroococcum,Bacteria,unknown,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,unknown
WP_138079167.1,2025313,Hymenobacter jeollabukensis,Bacteria,unknown,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,unknown
WP_194520549.1,247480,Anoxybacillus caldiproteolyticus,Bacteria,unknown,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,unknown
XP_001945911.1,7029,Acyrthosiphon pisum,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,unknown
XP_011860867.1,411798,Vollenhovia emeryi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Vollenhovia,unknown
XP_012152463.1,143995,Megachile rotundata,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,unknown
XP_012175539.1,30195,Bombus terrestris,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,unknown
XP_013396580.1,7574,Lingula anatina,Eukaryota,Metazoa,Brachiopoda,Lingulata,Lingulida,Lingulidae,Lingula,unknown
XP_013411798.1,7574,Lingula anatina,Eukaryota,Metazoa,Brachiopoda,Lingulata,Lingulida,Lingulidae,Lingula,unknown
XP_014678289.1,37621,Priapulus caudatus,Eukaryota,Metazoa,Priapulida,Priapulimorpha,Priapulimorphida,Priapulidae,Priapulus,unknown
XP_015120589.1,454923,Diachasma alloeum,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Diachasma,unknown
XP_015121222.1,454923,Diachasma alloeum,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,Diachasma,unknown
XP_015595137.2,211228,Cephus cinctus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,unknown
XP_015596324.1,211228,Cephus cinctus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Cephidae,Cephus,unknown
XP_015833287.1,7070,Tribolium castaneum,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,unknown
XP_015840004.1,7070,Tribolium castaneum,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,unknown
XP_015949060.1,130453,Arachis duranensis,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Arachis,unknown
XP_018013560.1,294128,Hyalella azteca,Eukaryota,Metazoa,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,unknown
XP_018024392.1,294128,Hyalella azteca,Eukaryota,Metazoa,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,unknown
XP_018904943.1,7038,Bemisia tabaci,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,unknown
XP_018908677.1,7038,Bemisia tabaci,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,unknown
XP_018917808.1,7038,Bemisia tabaci,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,unknown
XP_019919206.2,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_019919295.2,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_019928087.2,29159,Crassostrea gigas,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_021326364.1,7955,Danio rerio,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Danionidae,Danio,unknown
XP_021346496.1,6573,Mizuhopecten yessoensis,Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,unknown
XP_021929467.1,136037,Zootermopsis nevadensis,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Termopsidae,Zootermopsis,unknown
XP_022162349.1,13164,Myzus persicae,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,unknown
XP_022172846.1,13164,Myzus persicae,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,unknown
XP_022178340.1,13164,Myzus persicae,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Myzus,unknown
XP_022298042.1,6565,Crassostrea virginica,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_022305614.1,6565,Crassostrea virginica,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_022327862.1,6565,Crassostrea virginica,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,unknown
XP_023026000.1,7539,Leptinotarsa decemlineata,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,unknown
XP_023288930.1,222816,Orussus abietinus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Orussidae,Orussus,unknown
XP_023657050.1,1676925,Paramormyrops kingsleyae,Eukaryota,Metazoa,Chordata,Actinopteri,Osteoglossiformes,Mormyridae,Paramormyrops,unknown
XP_023657058.1,1676925,Paramormyrops kingsleyae,Eukaryota,Metazoa,Chordata,Actinopteri,Osteoglossiformes,Mormyridae,Paramormyrops,unknown
XP_023710578.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023711221.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023711248.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023711895.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023715320.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023717363.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023720419.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023721659.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023725323.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023726125.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_023728094.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_025153252.1,610380,Harpegnathos saltator,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Harpegnathos,unknown
XP_025157199.1,610380,Harpegnathos saltator,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Harpegnathos,unknown
XP_025162718.1,610380,Harpegnathos saltator,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Harpegnathos,unknown
XP_025267137.1,104421,Camponotus floridanus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,unknown
XP_025836340.1,224129,Agrilus planipennis,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus,unknown
XP_025985770.2,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_025996899.1,13686,Solenopsis invicta,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,unknown
XP_026282177.1,133901,Frankliniella occidentalis,Eukaryota,Metazoa,Arthropoda,Insecta,Thysanoptera,Thripidae,Frankliniella,unknown
XP_026806254.1,43146,Rhopalosiphum maidis,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,unknown
XP_026807435.1,43146,Rhopalosiphum maidis,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,unknown
XP_026815647.1,43146,Rhopalosiphum maidis,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,unknown
XP_026819898.1,43146,Rhopalosiphum maidis,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,unknown
XP_026821126.1,43146,Rhopalosiphum maidis,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,unknown
XP_026825320.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026825620.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026828083.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830939.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830946.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830948.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830955.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830965.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830970.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830985.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026830988.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026831002.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_026831355.1,2015173,Ooceraea biroi,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Ooceraea,unknown
XP_027842550.1,80765,Aphis gossypii,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,unknown
XP_029054536.1,1437191,Osmia bicornis bicornis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia bicornis
XP_029345689.1,7029,Acyrthosiphon pisum,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,unknown
XP_029729375.1,7160,Aedes albopictus,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,unknown
XP_031337381.1,7054,Photinus pyralis,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Lampyridae,Photinus,unknown
XP_031781017.1,7425,Nasonia vitripennis,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Nasonia,unknown
XP_032669690.1,486640,Odontomachus brunneus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,unknown
XP_032676788.1,486640,Odontomachus brunneus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,unknown
XP_032676789.1,486640,Odontomachus brunneus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,unknown
XP_032681742.1,486640,Odontomachus brunneus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,unknown
XP_032689039.1,486640,Odontomachus brunneus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,unknown
XP_032689414.1,486640,Odontomachus brunneus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,unknown
XP_032690346.1,486640,Odontomachus brunneus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,unknown
XP_033200233.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033200286.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033200300.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033200308.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033200333.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033200679.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033200680.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033200682.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033204550.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033204782.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033204819.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033204821.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033204845.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033204847.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033204879.1,2705178,Bombus vancouverensis nearcticus,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus vancouverensis
XP_033318448.1,103933,Bombus bifarius,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,unknown
XP_033318464.1,103933,Bombus bifarius,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,unknown
XP_033606987.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033607478.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033608258.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033609197.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033609748.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033609804.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033611277.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033611429.1,105785,Cryptotermes secundus,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Kalotermitidae,Cryptotermes,unknown
XP_033728641.1,6579,Pecten maximus,Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,unknown
XP_033734065.1,6579,Pecten maximus,Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,unknown
XP_034194684.1,473952,Osmia lignaria,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,unknown
